"","age","animal.Alive","animal.Background","animal.Cause_of_Death","animal.Death","animal.Gender","animal.Genotype","animal.MouseID","animal.age","animal.id","animal.strain.Strain","assay.assay","experiment.date","experiment.feeding_state","id","values","experiment.time","experiment.fasting_time"
"178",115,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1768,198,7001,"C57BL/6J","Body Weight","2014-12-04","fed",19665,"32700",NA,NA
"179",115,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1768,198,7001,"C57BL/6J","Total Fat Mass","2014-12-04","fed",19666,"5550",NA,NA
"180",115,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1768,198,7001,"C57BL/6J","Lean Mass","2014-12-04","fed",19667,"26280",NA,NA
"181",127,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1768,198,7001,"C57BL/6J","Body Weight","2014-12-16","fed",20836,"32700",NA,NA
"182",127,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1768,198,7001,"C57BL/6J","Total Fat Mass","2014-12-16","fed",20837,"6010",NA,NA
"183",127,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1768,198,7001,"C57BL/6J","Lean Mass","2014-12-16","fed",20838,"26110",NA,NA
"184",141,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1768,198,7001,"C57BL/6J","Body Weight","2014-12-30","fed",21240,"36700",NA,NA
"185",141,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1768,198,7001,"C57BL/6J","Total Fat Mass","2014-12-30","fed",21241,"8900",NA,NA
"186",141,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1768,198,7001,"C57BL/6J","Lean Mass","2014-12-30","fed",21242,"26980",NA,NA
"187",155,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1768,198,7001,"C57BL/6J","Body Weight","2015-01-13","fed",22802,"39000",NA,NA
"188",155,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1768,198,7001,"C57BL/6J","Total Fat Mass","2015-01-13","fed",22803,"12060",NA,NA
"189",155,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1768,198,7001,"C57BL/6J","Lean Mass","2015-01-13","fed",22804,"26200",NA,NA
"190",158,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1768,198,7001,"C57BL/6J","Body Weight","2015-01-16","fed",23184,"40900",NA,NA
"191",158,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1768,198,7001,"C57BL/6J","Total Fat Mass","2015-01-16","fed",23208,"13290",NA,NA
"192",158,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1768,198,7001,"C57BL/6J","Lean Mass","2015-01-16","fed",23232,"26820",NA,NA
"193",161,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1768,198,7001,"C57BL/6J","Body Weight","2015-01-19","fed",23379,"36800","16:30:00",NA
"194",161,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1768,198,7001,"C57BL/6J","Total Fat Mass","2015-01-19","fed",23586,"10180","16:30:00",NA
"195",161,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1768,198,7001,"C57BL/6J","Lean Mass","2015-01-19","fed",23587,"25970","16:30:00",NA
"196",168,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1768,198,7001,"C57BL/6J","Body Weight","2015-01-26","fed",23773,"37030",NA,NA
"197",168,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1768,198,7001,"C57BL/6J","Total Fat Mass","2015-01-26","fed",23798,"8870",NA,NA
"198",168,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1768,198,7001,"C57BL/6J","Lean Mass","2015-01-26","fed",23822,"27210",NA,NA
"199",161,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1768,198,7001,"C57BL/6J","Grip Strength (4 Paw)","2015-01-19","fed",23857,"2250,2520,2330,2540,2650","16:30:00",NA
"200",168,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1768,198,7001,"C57BL/6J","Grip Strength (4 Paw)","2015-01-26","fed",23867,"2060,2850,3090,3030,2760",NA,NA
"201",175,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1768,198,7001,"C57BL/6J","Body Weight","2015-02-02","fed",24512,"36900",NA,NA
"202",175,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1768,198,7001,"C57BL/6J","Total Fat Mass","2015-02-02","fed",24524,"12840",NA,NA
"203",175,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1768,198,7001,"C57BL/6J","Lean Mass","2015-02-02","fed",24548,"23220",NA,NA
"204",175,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1768,198,7001,"C57BL/6J","Grip Strength (4 Paw)","2015-02-02","fed",24572,"2150,1660,1520,2450,1350",NA,NA
"205",182,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1768,198,7001,"C57BL/6J","Total Fat Mass","2015-02-09","fed",25449,"11220",NA,NA
"206",182,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1768,198,7001,"C57BL/6J","Lean Mass","2015-02-09","fed",25473,"27950",NA,NA
"207",182,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1768,198,7001,"C57BL/6J","Body Weight","2015-02-09","fed",25497,"39600",NA,NA
"208",184,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1768,198,7001,"C57BL/6J","Plasma Glucose","2015-02-11","fasted",25750,"232,98,56,30,29,20,20","14:30:00",6
"209",189,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1768,198,7001,"C57BL/6J","Total Fat Mass","2015-02-16","fed",26026,"11440","16:00:00",NA
"210",189,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1768,198,7001,"C57BL/6J","Lean Mass","2015-02-16","fed",26027,"27990","16:00:00",NA
"211",189,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1768,198,7001,"C57BL/6J","Body Weight","2015-02-16","fed",26028,"40100","16:00:00",NA
"212",189,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1768,198,7001,"C57BL/6J","Grip Strength (4 Paw)","2015-02-16","fed",26078,"2540,2810,2750,3330,3160","16:00:00",NA
"213",196,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1768,198,7001,"C57BL/6J","Body Weight","2015-02-23","fed",26698,"41200","16:00:00",NA
"214",196,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1768,198,7001,"C57BL/6J","Total Fat Mass","2015-02-23","fed",26773,"12590","16:00:00",NA
"215",196,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1768,198,7001,"C57BL/6J","Lean Mass","2015-02-23","fed",26774,"28020","16:00:00",NA
"216",196,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1768,198,7001,"C57BL/6J","Grip Strength (4 Paw)","2015-02-23","fed",26813,"2400,2850,3100,2910,2780","16:00:00",NA
"217",71,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1769,198,7002,"C57BL/6J","Body Weight","2014-10-21","fed",15864,"22800",NA,NA
"218",71,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1769,198,7002,"C57BL/6J","Total Fat Mass","2014-10-21","fed",15865,"0700",NA,NA
"219",71,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1769,198,7002,"C57BL/6J","Lean Mass","2014-10-21","fed",15866,"21470",NA,NA
"220",67,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1769,198,7002,"C57BL/6J","Body Weight","2014-10-17","fed",15964,"24030",NA,NA
"221",67,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1769,198,7002,"C57BL/6J","Total Fat Mass","2014-10-17","fed",15965,"1380",NA,NA
"222",67,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1769,198,7002,"C57BL/6J","Total Fat Mass","2014-10-17","fed",15966,"22200",NA,NA
"223",70,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1769,198,7002,"C57BL/6J","Body Weight","2014-10-20","fed",16012,"24700",NA,NA
"224",70,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1769,198,7002,"C57BL/6J","Total Fat Mass","2014-10-20","fed",16013,"1290",NA,NA
"225",70,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1769,198,7002,"C57BL/6J","Lean Mass","2014-10-20","fed",16014,"22700",NA,NA
"226",85,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1769,198,7002,"C57BL/6J","Body Weight","2014-11-04","fed",16987,"27300",NA,NA
"227",85,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1769,198,7002,"C57BL/6J","Total Fat Mass","2014-11-04","fed",16988,"2340",NA,NA
"228",85,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1769,198,7002,"C57BL/6J","Lean Mass","2014-11-04","fed",16989,"24280",NA,NA
"229",99,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1769,198,7002,"C57BL/6J","Body Weight","2014-11-18","fed",18655,"29200",NA,NA
"230",99,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1769,198,7002,"C57BL/6J","Total Fat Mass","2014-11-18","fed",18656,"2680",NA,NA
"231",99,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1769,198,7002,"C57BL/6J","Lean Mass","2014-11-18","fed",18657,"25790",NA,NA
"232",115,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1769,198,7002,"C57BL/6J","Body Weight","2014-12-04","fed",19668,"32300",NA,NA
"233",115,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1769,198,7002,"C57BL/6J","Total Fat Mass","2014-12-04","fed",19669,"4390",NA,NA
"234",115,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1769,198,7002,"C57BL/6J","Lean Mass","2014-12-04","fed",19670,"26540",NA,NA
"235",127,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1769,198,7002,"C57BL/6J","Body Weight","2014-12-16","fed",20839,"32100",NA,NA
"236",127,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1769,198,7002,"C57BL/6J","Total Fat Mass","2014-12-16","fed",20840,"4860",NA,NA
"237",127,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1769,198,7002,"C57BL/6J","Lean Mass","2014-12-16","fed",20841,"26550",NA,NA
"238",141,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1769,198,7002,"C57BL/6J","Body Weight","2014-12-30","fed",21243,"35100",NA,NA
"239",141,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1769,198,7002,"C57BL/6J","Total Fat Mass","2014-12-30","fed",21244,"7250",NA,NA
"240",141,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1769,198,7002,"C57BL/6J","Lean Mass","2014-12-30","fed",21245,"27080",NA,NA
"241",155,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1769,198,7002,"C57BL/6J","Body Weight","2015-01-13","fed",22805,"37000",NA,NA
"242",155,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1769,198,7002,"C57BL/6J","Total Fat Mass","2015-01-13","fed",22806,"9950",NA,NA
"243",155,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1769,198,7002,"C57BL/6J","Lean Mass","2015-01-13","fed",22807,"26540",NA,NA
"244",158,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1769,198,7002,"C57BL/6J","Body Weight","2015-01-16","fed",23185,"39800",NA,NA
"245",158,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1769,198,7002,"C57BL/6J","Total Fat Mass","2015-01-16","fed",23209,"11380",NA,NA
"246",158,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1769,198,7002,"C57BL/6J","Lean Mass","2015-01-16","fed",23233,"27570",NA,NA
"247",161,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1769,198,7002,"C57BL/6J","Body Weight","2015-01-19","fed",23380,"35900","16:30:00",NA
"248",161,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1769,198,7002,"C57BL/6J","Total Fat Mass","2015-01-19","fed",23588,"8560","16:30:00",NA
"249",161,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1769,198,7002,"C57BL/6J","Lean Mass","2015-01-19","fed",23589,"25870","16:30:00",NA
"250",168,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1769,198,7002,"C57BL/6J","Body Weight","2015-01-26","fed",23774,"34700",NA,NA
"251",168,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1769,198,7002,"C57BL/6J","Total Fat Mass","2015-01-26","fed",23796,"6670",NA,NA
"252",168,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1769,198,7002,"C57BL/6J","Lean Mass","2015-01-26","fed",23820,"27250",NA,NA
"253",161,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1769,198,7002,"C57BL/6J","Grip Strength (4 Paw)","2015-01-19","fed",23858,"2750,2450,330,2750,2670","16:30:00",NA
"254",168,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1769,198,7002,"C57BL/6J","Grip Strength (4 Paw)","2015-01-26","fed",23869,"2940,3410,2990,3170,2750",NA,NA
"255",175,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1769,198,7002,"C57BL/6J","Body Weight","2015-02-02","fed",24513,"34900",NA,NA
"256",175,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1769,198,7002,"C57BL/6J","Total Fat Mass","2015-02-02","fed",24522,"7250",NA,NA
"257",175,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1769,198,7002,"C57BL/6J","Lean Mass","2015-02-02","fed",24546,"26770",NA,NA
"258",175,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1769,198,7002,"C57BL/6J","Grip Strength (4 Paw)","2015-02-02","fed",24570,"2710,2470,1620,2120,2340",NA,NA
"259",182,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1769,198,7002,"C57BL/6J","Total Fat Mass","2015-02-09","fed",25451,"8300",NA,NA
"260",182,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1769,198,7002,"C57BL/6J","Lean Mass","2015-02-09","fed",25475,"26730",NA,NA
"261",182,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1769,198,7002,"C57BL/6J","Body Weight","2015-02-09","fed",25499,"35900",NA,NA
"262",184,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1769,198,7002,"C57BL/6J","Plasma Glucose","2015-02-11","fasted",25738,"142,70,22,20,20","14:30:00",6
"263",189,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1769,198,7002,"C57BL/6J","Total Fat Mass","2015-02-16","fed",26023,"8490","16:00:00",NA
"264",189,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1769,198,7002,"C57BL/6J","Lean Mass","2015-02-16","fed",26024,"27360","16:00:00",NA
"265",189,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1769,198,7002,"C57BL/6J","Body Weight","2015-02-16","fed",26025,"36600","16:00:00",NA
"266",189,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1769,198,7002,"C57BL/6J","Grip Strength (4 Paw)","2015-02-16","fed",26077,"3210,3090,2790,2910,2500","16:00:00",NA
"267",196,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1769,198,7002,"C57BL/6J","Body Weight","2015-02-23","fed",26700,"38200","16:00:00",NA
"268",196,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1769,198,7002,"C57BL/6J","Total Fat Mass","2015-02-23","fed",26777,"9570","16:00:00",NA
"269",196,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1769,198,7002,"C57BL/6J","Lean Mass","2015-02-23","fed",26778,"27700","16:00:00",NA
"270",196,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1769,198,7002,"C57BL/6J","Grip Strength (4 Paw)","2015-02-23","fed",26810,"3400,2750,3370,2320,2600","16:00:00",NA
"271",71,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1745,198,7008,"C57BL/6J","Body Weight","2014-10-21","fed",15891,"24100",NA,NA
"272",71,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1745,198,7008,"C57BL/6J","Total Fat Mass","2014-10-21","fed",15892,"1430",NA,NA
"273",71,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1745,198,7008,"C57BL/6J","Lean Mass","2014-10-21","fed",15893,"22230",NA,NA
"274",67,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1745,198,7008,"C57BL/6J","Body Weight","2014-10-17","fed",15967,"25860",NA,NA
"275",67,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1745,198,7008,"C57BL/6J","Total Fat Mass","2014-10-17","fed",15968,"1710",NA,NA
"276",67,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1745,198,7008,"C57BL/6J","Lean Mass","2014-10-17","fed",15969,"23240",NA,NA
"277",70,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1745,198,7008,"C57BL/6J","Body Weight","2014-10-20","fed",16039,"26200",NA,NA
"278",70,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1745,198,7008,"C57BL/6J","Total Fat Mass","2014-10-20","fed",16040,"1890",NA,NA
"279",70,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1745,198,7008,"C57BL/6J","Lean Mass","2014-10-20","fed",16041,"23940",NA,NA
"280",85,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1745,198,7008,"C57BL/6J","Body Weight","2014-11-04","fed",16949,"29400",NA,NA
"281",85,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1745,198,7008,"C57BL/6J","Total Fat Mass","2014-11-04","fed",16950,"4100",NA,NA
"282",85,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1745,198,7008,"C57BL/6J","Lean Mass","2014-11-04","fed",16951,"24440",NA,NA
"283",99,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1745,198,7008,"C57BL/6J","Body Weight","2014-11-18","fed",18637,"32400",NA,NA
"284",99,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1745,198,7008,"C57BL/6J","Total Fat Mass","2014-11-18","fed",18638,"5160",NA,NA
"285",99,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1745,198,7008,"C57BL/6J","Lean Mass","2014-11-18","fed",18639,"26450",NA,NA
"286",115,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1745,198,7008,"C57BL/6J","Body Weight","2014-12-04","fed",19650,"36900",NA,NA
"287",115,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1745,198,7008,"C57BL/6J","Total Fat Mass","2014-12-04","fed",19651,"5280",NA,NA
"288",115,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1745,198,7008,"C57BL/6J","Lean Mass","2014-12-04","fed",19652,"26390",NA,NA
"289",127,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1745,198,7008,"C57BL/6J","Body Weight","2014-12-16","fed",20800,"38400",NA,NA
"290",127,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1745,198,7008,"C57BL/6J","Total Fat Mass","2014-12-16","fed",20801,"9710",NA,NA
"291",127,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1745,198,7008,"C57BL/6J","Lean Mass","2014-12-16","fed",20802,"28020",NA,NA
"292",141,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1745,198,7008,"C57BL/6J","Body Weight","2014-12-30","fed",21174,"32000",NA,NA
"293",141,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1745,198,7008,"C57BL/6J","Total Fat Mass","2014-12-30","fed",21175,"4470",NA,NA
"294",141,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1745,198,7008,"C57BL/6J","Lean Mass","2014-12-30","fed",21176,"26540",NA,NA
"295",155,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1745,198,7008,"C57BL/6J","Body Weight","2015-01-13","fed",22736,"36700",NA,NA
"296",155,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1745,198,7008,"C57BL/6J","Total Fat Mass","2015-01-13","fed",22737,"7880",NA,NA
"297",155,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1745,198,7008,"C57BL/6J","Lean Mass","2015-01-13","fed",22738,"27880",NA,NA
"298",158,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1745,198,7008,"C57BL/6J","Body Weight","2015-01-16","fed",23162,"38600",NA,NA
"299",158,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1745,198,7008,"C57BL/6J","Total Fat Mass","2015-01-16","fed",23186,"9180",NA,NA
"300",158,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1745,198,7008,"C57BL/6J","Lean Mass","2015-01-16","fed",23210,"28650",NA,NA
"301",161,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1745,198,7008,"C57BL/6J","Body Weight","2015-01-19","fed",23317,"37900","16:30:00",NA
"302",161,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1745,198,7008,"C57BL/6J","Total Fat Mass","2015-01-19","fed",23542,"8410","16:30:00",NA
"303",161,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1745,198,7008,"C57BL/6J","Lean Mass","2015-01-19","fed",23543,"27150","16:30:00",NA
"304",168,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1745,198,7008,"C57BL/6J","Body Weight","2015-01-26","fed",23775,"36400",NA,NA
"305",168,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1745,198,7008,"C57BL/6J","Total Fat Mass","2015-01-26","fed",23800,"9500",NA,NA
"306",168,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1745,198,7008,"C57BL/6J","Lean Mass","2015-01-26","fed",23824,"26070",NA,NA
"307",161,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1745,198,7008,"C57BL/6J","Grip Strength (4 Paw)","2015-01-19","fed",23835,"2450,2690,2870,3000,2890","16:30:00",NA
"308",168,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1745,198,7008,"C57BL/6J","Grip Strength (4 Paw)","2015-01-26","fed",23873,"2850,3230,2440,3270,2110",NA,NA
"309",175,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1745,198,7008,"C57BL/6J","Body Weight","2015-02-02","fed",24491,"35880",NA,NA
"310",175,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1745,198,7008,"C57BL/6J","Total Fat Mass","2015-02-02","fed",24527,"9900",NA,NA
"311",175,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1745,198,7008,"C57BL/6J","Lean Mass","2015-02-02","fed",24551,"24920",NA,NA
